"species","IUCN_category","area_global","pa_count","pa_quality_mean","mhw_freq","mhw_total_days","mhw_max_int","mhw_mean_int","mhw_cum_int","slope_intensity","slope_freq","slope_cum","slope_max","slope_total","dem_mean","dem_range","order","adult_mass_g","brain_mass_g","trophic_level","det_diet_breadth_n","habitat_breadth_n","activity_cycle","foraging_stratum","fossoriality","hibernation_torpor","max_longevity_d","litter_size_n","litters_per_year_y","generation_length_d","density_n_km2","Exposure","IUCN_num","Trait_sensitivity","Sensitivity","Suitability","Risk_index","Risk_level"
"Macaca fascicularis","EN",0.0288336309197259,1,0.554376282999259,0.622675105679023,0.622624799397256,0.580931188478254,0.121486078804269,0.16000244241783,0.384633558712169,0.396491662867805,0.298681910682549,0.342351753773155,0.42380575223992,0.0899573387662566,0.374552034787713,"Primates",0.00141849456855136,0.0132814721878359,1,0.25,0.285714285714286,3,"S",2,0,14235,1,0.93,5076.8362,50.8741666666667,0.395368425305223,0.75,0.310082850494135,0.530041425247067,0.409543857494591,0.123736959724587,"Very high"
"Macaca fuscata","LC",0.00186259911424701,0.75,0.657784523851827,0.583340050816842,0.787477956662929,0.506656151716339,0.33208567882617,0.38492254060236,0.744179032319132,0.135139822277975,0.511015405490136,0.558015824572463,0.348922357151402,0.134282362668969,0.315782204845118,"Primates",0.002757992199269,0.01953867293956,0.5,0.5,0,3,"S",2,0,14052.5,1.415,0.5,5118.76,30,0.489175482043575,0,0.204459333027766,0.102229666513883,0.371942338096032,0.0314080623074411,"Medium"
"Macaca hecki","VU",0.000284581742158798,0.625,0.313430348811376,0.850721720692273,0.851582775833682,0.49185930793314,0.0662617193442715,0.171106313287177,NA,0.811058211248557,0.379265317052805,NA,0.79696176958278,0.120887422441253,0.206735186681625,"Primates",0.00229324039100481,0.020039534614489,0,0.5,0,3,"S",2,0,13724,1,0.8,4745,4.25,0.552352141871836,0.5,0.104466555001099,0.302233277500549,0.253267507935283,0.124658923474542,"Very high"
"Macaca leonina","VU",0.0183700055641174,0.875,0.529020178380469,0.684929804153408,0.768250118979796,0.61853194433695,0.228313938629778,0.287347515955472,0.400678086449534,0.284970589592629,0.330273359395377,0.343430662909458,0.355963254313755,0.151510127216642,0.525979249576452,"Primates",0.00236075285047595,0.0180226012763767,0,0,0,3,"S",2,0,13724,1,0.85,4015,4.48,0.430268927471616,0.5,0.00407667082537053,0.252038335412685,0.419975912147536,0.0629002854600915,"High"
"Macaca maura","EN",0.000236133976379027,0.625,0.43467480450124,0.669931473192734,0.795239296347769,0.559895755977439,0.117154981973625,0.188042493251876,NA,0.360406061184569,0.348504443804908,NA,0.52018037152429,0.0862407407990806,0.234765783496351,"Primates",0.00228497641130691,0.021206565853794,0.5,0.5,0,3,"S",2,0,13724,1,0.8,4015,20,0.444919359657151,0.75,0.20469830845302,0.47734915422651,0.27618349255461,0.153725510648971,"Very high"
"Macaca mulatta","LC",0.088628569585311,1,0.757739870074916,0.668217863956262,0.763945218004973,0.637487855864547,0.287893614568606,0.331353771349072,0.445720278199628,0.199895777089381,0.310372756748237,0.35105427377233,0.278950379775114,0.226823573049056,0.866340659673263,"Primates",0.00205348870642081,0.0178535003014637,0.5,0.5,0.428571428571429,3,"S",2,0,14600,1,1,5058.9,165.894734122876,0.427489178932815,0,0.289695683515863,0.144847841757931,0.587906534476509,0.025517192064561,"Low"
"Macaca munzala","EN",2.04034780790385e-05,0.25,0.98275366484622,0.77973079419131,0.688059000604958,0.194868371832115,0.17103347200713,0.20700155410571,0.723523610417882,0.486554378337414,0.501753286539651,0.463068437595549,0.602142528807303,0.641541989959626,0.227228452785407,"Primates",0.00465783796409105,0.0225907191655443,0.5,0.5,0.142857142857143,3,"S",2,0,11799.9847770626,1.063235,0.701116666667003,4172.7707792498,30.4751048123115,0.481773543443902,0.75,0.234021139997356,0.492010569998678,0.420308902213866,0.137408630454868,"Very high"
"Macaca nemestrina","EN",0.0159417407342825,1,0.460934263604149,0.607810686036338,0.543431633623194,0.571745228306986,0.110323892235888,0.132262426912885,0.454548542524808,0.475769180666782,0.305880665681291,0.356680820195352,0.461706201277658,0.0903361660600495,0.358925941745413,"Primates",0.00236075285047595,0.0222856353289394,0,0,0.142857142857143,3,"S",2,0,13724,1,0.85,4015,15.43125,0.402015927746118,0.75,0.0335007062073116,0.391750353103656,0.385227622428779,0.0968204289840501,"Very high"
"Macaca nigra","CR",9.05943084251172e-05,0.75,0.280859916782247,0.821097502785153,0.836378323474358,0.464713886655041,0.051278460987715,0.151334299373366,NA,0.796029520069992,0.36761989632305,NA,0.830283009314492,0.106589075778067,0.160008356406223,"Primates",0.00237901528287486,0.0192498215888423,0.5,0,0,3,"S",2,0,12410,1,0.7,4745,80.9272727272727,0.539841862372896,1,0.104325767374343,0.552162883687172,0.259509588654993,0.220725855329845,"Very high"
"Macaca nigrescens","VU",0.000115873228541965,0.25,0.286952437878917,0.812996681824873,0.868309326264867,0.485647355115404,0.077063214522617,0.194319136454031,NA,0.791039227537373,0.392601061194744,NA,0.81320854680197,0.12968587805537,0.183311721798763,"Primates",0.00237901528287486,0.0197024176789026,0.5,0,0,3,"S",2,0,12410,1,0.7,4745,16.5125,0.554398068714485,0.5,0.104416286592355,0.302208143296178,0.170013182192319,0.139058988532247,"Very high"
"Macaca ochreata","VU",0.000422542090140903,0.625,0.381349507202426,0.730390146865051,0.786506402996462,0.532716266876568,0.104425381421954,0.19316713730048,0.459061210704773,0.551103802352257,0.372939843344551,0.409102086899589,0.636654706053652,0.126906657773015,0.229625585089965,"Primates",0.00226351987777335,0.0204895150278161,0.5,0.5,0,3,"S",2,0,13724,1,0.8,4745,15,0.477606698481534,0.5,0.204550606981118,0.352275303490559,0.272660858431109,0.122374115710395,"Very high"
"Macaca pagensis","CR",2.53618987556619e-05,0.25,0.946091644204851,0.711111104936181,0.583826641550531,0.454332510599221,0.0258617593021551,0.0681790898482122,NA,0.478300322070905,0.236479480493468,NA,0.433568823792512,0.0476949089719955,0.023891544787136,"Primates",0.00222041426401654,0.0190256879530714,0,0.5,0,3,"S",2,0,13724,1,0.85,4745,16.9132526618716,0.373957466574148,1,0.104249220443418,0.552124610221709,0.253540691972548,0.154122289714995,"Very high"
"Macaca radiata","VU",0.00736487686145553,0.5,0.80708589228801,0.590701241718456,0.787910897657167,0.721361431395798,0.185033593420916,0.245761926144099,0.399234453537594,0.120529792411426,0.243214711834408,0.295038968241199,0.225939098133888,0.12325989175792,0.284090266434271,"Primates",0.00159331609322034,0.0160370377648565,0.5,0.5,0.428571428571429,3,"S",2,0,10959.125,1,1,4212.1,1.2102351091,0.381472611449495,0.5,0.289240356485901,0.394620178242951,0.344360185468331,0.0986979130266221,"Very high"
"Macaca siberu","EN",4.57966016705517e-05,0.375,0.304904051172709,0.524580722865612,0.394014830483815,0.505795150504286,0.0609214217242063,0.0599969519043648,0.418037158153388,0.368029391149156,0.230169710753964,0.345242769685026,0.340176129538243,0.0529829958012224,0.0293648096728473,"Primates",0.00222041426401654,0.0190066160036494,0,0.5,0,3,"S",2,0,13724,1,0.85,4745,18.5924622698188,0.324696423676206,0.75,0.104245406053533,0.427122703026767,0.15245953064969,0.117541331487304,"Very high"
"Macaca silenus","EN",0.000330970747654123,0.375,0.839508555985783,0.600193230038066,0.713122622689478,0.590284470614654,0.180072848519421,0.213508158547846,0.302981497105796,0.11448134152653,0.198586648161371,0.221827662350191,0.179037784837488,0.161784235590417,0.278020996490357,"Primates",0.00203982410263623,0.0157411866504044,0.5,0.5,0,3,"S",2,0,14663.875,1,0.7,5509.018,5.05,0.331409626439084,0.75,0.203556202150608,0.476778101075304,0.330928951762842,0.105719148487085,"Very high"
"Macaca sinica","EN",0.000549085870075719,0.625,0.305748330496269,0.58093453146522,0.64469721596188,0.610869866281569,0.100006646088531,0.150964371336855,0.16132077919597,0.0172973266898771,0.092998544722415,0.0278825288667386,0.00878497324147584,0.0789558713804267,0.24422823880483,"Primates",0.0013334572547265,0.0143061872796156,0.5,0.5,0,3,"S",2,0,12775,1,0.7,4745,50.835,0.239575678385053,0.75,0.203127928906868,0.476563964453434,0.25089630531032,0.0855275173210853,"High"
"Macaca thibetana","NT",0.0157436268669701,0.375,0.953672743599136,0.733028619202429,0.740486399084878,0.508365440370069,0.301990580912968,0.331680270317715,0.628081736150254,0.224586993453922,0.434002308385903,0.481829017323645,0.358616490155181,0.290713908877071,0.690598628917786,"Primates",0.00311643028449739,0.019475746745917,0.5,0.5,0.142857142857143,3,"S",2,0,10950,1,0.605,3285,37.3249336225033,0.474266785535696,0.25,0.233089863977511,0.241544931988756,0.465145781652193,0.0612711548037569,"High"
"Macaca tonkeana","VU",0.000964598537113581,0.875,0.341231903851407,0.902835582467848,0.843092607395084,0.458905636333054,0.0880891361498468,0.188868002548834,0.475139067946722,0.758777888989678,0.393955053120847,0.469905938597943,0.747997448532751,0.186085052888209,0.332108385608849,"Primates",0.0034133543607569,0.0189124916897524,0.5,0.5,0,3,"S",2,0,10366,1.042935,0.722342469339003,4745,10,0.532756636208261,0.5,0.204465169210102,0.352232584605051,0.347077988177116,0.122523588437298,"Very high"
"Macrogalidia musschenbroekii","VU",0.000404413204052619,0.875,0.38810110974106,0.84707530538708,0.855740952602621,0.4829757263395,0.0783144315824102,0.183087168102609,NA,0.742022137850835,0.378834748178277,NA,0.764825368489923,0.139827951860923,0.245478045652853,"Carnivora",0.0015984760339449,0.00688516367944373,0.5,0.25,0,1,"S",1,0,5006.37619585133,2.52053,1.726215,1825,15.5693697054138,0.541609479816657,0.5,0.151696727942678,0.325848363971339,0.329762304091778,0.118285266332525,"Very high"
"Macroglossus minimus","LC",0.0360577709294345,1,0.570628494401099,0.627004029275596,0.588498565395235,0.557862237839725,0.110193730839189,0.140443717150369,0.384482694890796,0.455538533425537,0.299733734628709,0.320144168424723,0.456858790583509,0.100816355233848,0.595419347741909,"Chiroptera",4.45031300529628e-06,0.000108268758031243,0,0.25,0.285714285714286,1,"Ar",2,0,2670.583333455,0.99,3,1108.34274049829,2092.40477549386,0.394076020245339,0,0.107165400957064,0.0535827004785322,0.460584393661258,0.0113901151173185,"Very low"
"Macroglossus sobrinus","LC",0.028889435181277,1,0.578277964480693,0.666685454418525,0.718858056189741,0.616925613612773,0.193662440296919,0.245852308952081,0.369823534050884,0.303180602420764,0.296907795120757,0.321868421603516,0.348630162668868,0.115529935509033,0.763295548384033,"Chiroptera",6.22050031375328e-06,0.000125438243913064,0,0.25,0.142857142857143,1,"Ar",2,0,2190,1,2.04114,1196.44278007935,1924.90476033245,0.408239438933483,0,0.0785977603202739,0.039298880160137,0.497198576711007,0.00806662061577609,"Very low"
"Macruromys elegans","DD",3.99876779621259e-06,0.125,0,0.614410135727706,0.439465168675423,0.283747679667372,0.0955707731740113,0.0861364387374742,NA,0.625936501959091,0.322623208469762,NA,0.528063138169752,0.406385603386645,0.0842848846247486,"Rodentia",3.57080941625238e-05,0.000322179621719231,0,0,0,1,"G",1,0,1258.89108332287,2.08127333333334,2.593225,704.164620292195,1268.21248517278,0.374494130572574,NA,7.15775431763509e-05,7.15775431763509e-05,0.123134897355838,2.35046933413972e-05,"Very low"
"Macruromys major","LC",0.00195205025988802,0.25,0.992502110333184,0.548265500123989,0.379826208284143,0.347160490942124,0.109249573713165,0.0838731429390245,NA,0.541519634902007,0.289950679408138,NA,0.442643487177044,0.357332210517989,0.482781723461878,"Rodentia",0.000110397576212332,0.000698899445323343,0,0,0,1,"G",1,0,905.066166659244,1.82999666666667,2.13565500000001,758.661914400653,1405.00637681389,0.342811089686204,0,0.000161859404307135,8.09297021535675e-05,0.416913618914588,1.61769149626595e-05,"Very low"
"Madromys blanfordi","LC",0.0117489466019373,0.625,0.758017744809504,0.529026454093784,0.808562575315618,0.774178133358396,0.238234306570581,0.308775294907133,0.32407042268226,0.114173566246649,0.195905621224969,0.242375011596924,0.185148907468909,0.120866431235482,0.284233742978624,"Rodentia",3.82919465145172e-06,0.000172983099763555,0.5,0.25,0.285714285714286,1,"G",2,0,1275.05602082999,2.5,3.09267000000001,669.330871800191,931.950950453489,0.372045029346522,0,0.20717821960174,0.10358910980087,0.35997337312511,0.0246665067681303,"Low"
"Mallomys gunung","EN",1.09756241460868e-05,0.125,0.906973718449129,0.551464764770473,0.36957122118652,0.121017504978022,0.113894820429761,0.0833472852721975,NA,0.590092463758931,0.30312447127623,NA,0.480476348265442,0.647764850056451,0.116490535498858,"Rodentia",0.000633447553168376,0.00194928100433878,0,0,0.142857142857143,1,"Ar",2,0,3027.89095832543,1.451085,2.056185,1404.47525796855,994.93128198074,0.326623609992197,0.75,0.02908797428293,0.389543987141465,0.359248015925717,0.0815256066715035,"High"
"Mallomys istapantap","LC",0.000895492837513492,0.25,0.957904932200864,0.523157533512764,0.355353139582615,0.193016119394914,0.11031358412837,0.0769296250828202,NA,0.533682978082255,0.284379387425167,NA,0.437943464493139,0.545534498364835,0.39883081453247,"Rodentia",0.000617596612778262,0.00191368746073814,0,0,0.285714285714286,1,"Ar",2,0,3110.87218748632,1.07,1.99306,1427.9455639372,959.21366436383,0.314346978962756,0,0.0576491139575604,0.0288245569787802,0.430633147587137,0.00515898317671779,"Very low"
"Mallomys rothschildi","LC",0.00225625954714827,0.375,0.826929193049411,0.532627499927334,0.369268317227953,0.340981052301766,0.110817687999244,0.0789232557378291,NA,0.546384601583924,0.301402538096349,NA,0.45843350264247,0.363559216878206,0.521727223968937,"Rodentia",0.000358922557544387,0.00119140280046763,0,0,0,1,"Ar",2,0,2064.34266670159,1.02,2.282425,1015.32763483393,996.044140706349,0.342354806939609,0,0.000310065071602403,0.000155032535801201,0.417894378688741,3.08959158794578e-05,"Very low"
"Mammelomys lanosus","LC",0.00129484301109941,0.5,0.939157230901534,0.541895320721149,0.370737076826699,0.313758456048216,0.106975843563526,0.0806317139407848,NA,0.542417353306868,0.285535916397182,NA,0.441451136490207,0.39918427590066,0.484187299144279,"Rodentia",3.03043644840761e-05,0.000303785360896195,0,0.25,0,1,"G",1,0,1280.95837498175,2.09,2.8917,644.88230934231,1286.37321879715,0.335425352161829,0,0.0500668179450761,0.025033408972538,0.464764729791515,0.00449428493722942,"Very low"
"Mammelomys rattoides","LC",0.00149015124738456,0.25,0.945575422224057,0.513901869546864,0.354656665839138,0.562087794098953,0.111498859395851,0.0756086032074148,NA,0.51801350624773,0.287355351698641,NA,0.428605643884052,0.117256317041705,0.333980932497331,"Rodentia",4.46506456620009e-05,0.000405128781570091,0,0.25,0,1,"G",1,0,1142.17320832323,1.595,2.47914,709.78173442545,1497.88527327585,0.35646603673983,0,0.0500899558854464,0.0250449779427232,0.329660564602096,0.00598457867039117,"Very low"
"Manis crassicaudata","EN",0.0344965787261824,0.875,0.649720350043134,0.559613882669428,0.804556633954384,0.810831374218955,0.276784302202228,0.342846275405883,0.308321132670195,0.110547478937093,0.189150233787514,0.245149799012045,0.163364631505932,0.0993733784510416,0.287366718195152,"Pholidota",0.00371491197993609,0.00961259896236071,1,0,0.285714285714286,1,"Ar",2,0,7300,1,1,2051.884,138.53439916616,0.381116574436366,0.75,0.259808359331317,0.504904179665658,0.389191405083102,0.117536280115587,"Very high"
"Manis culionensis","CR",0.000157319670435709,0.5,0.933431174369341,0.583257753143953,0.719678097763664,0.502363947578455,0.064000920590124,0.132777504987513,NA,0.246693736778629,0.21955685557076,NA,0.312199766271384,0.074269885042298,0.0955067264147888,"Pholidota",0.00140965450158027,0.00409766786575009,1,0,0.285714285714286,1,"S",2,0,2217.375,1,1,2555,277.748919445992,0.34756607283556,1,0.258244321616323,0.629122160808162,0.320673021099373,0.148542668945072,"Very high"
"Manis javanica","CR",0.027506249986085,1,0.49687932659618,0.628525708548993,0.639695780698279,0.595555259541391,0.147433944435219,0.18933842902137,0.397086066426774,0.377408835525376,0.298034382449158,0.335185050488465,0.398288193439159,0.105401397950086,0.358925941745413,"Pholidota",0.00140965450158027,0.00275903538423275,1,0,0.428571428571429,1,"Ar",2,0,2217.375,1,1,1825,268.96401627967,0.400655165057418,1,0.286548023691448,0.643274011845724,0.397742583255553,0.155220439635926,"Very high"
"Manis pentadactyla","CR",0.0327094028212966,1,0.757778667454163,0.726093827911279,0.728898247374776,0.569354309430538,0.262985797362601,0.294059171714877,0.50359657992288,0.271798472606223,0.374977828802412,0.403406065707862,0.359761013982507,0.20232340625847,0.748444603418098,"Pholidota",0.00112910931631164,0.00367710597378932,1,0,0.285714285714286,1,"S",2,0,5557.125,1,1,1825,159.437491874677,0.449493131481596,1,0.258104100200877,0.629052050100439,0.548251215990405,0.127734035819965,"Very high"
"Margaretamys beccarii","LC",0.000533977489472402,0.875,0.312177781473474,0.858068514907395,0.865195303932357,0.481495759544978,0.0698888380564885,0.180506600004393,NA,0.810026847458865,0.381770133830419,NA,0.801516199027027,0.133419739670076,0.277709194758864,"Rodentia",2.129814835333e-05,0.000252352182115171,0.5,0.25,0,1,"Ar",2,0,956.783624968241,3.27682749999999,3.124345,625.210885200799,531.508631452611,0.55605852459524,0,0.150054730066094,0.0750273650330469,0.319768138678377,0.0283790051780529,"Low"
"Margaretamys elegans","VU",0.000133974218225084,0.125,0.285714285714286,0.94540259246587,0.839334883874607,0.360191566643868,0.0959959996016349,0.208852387825088,NA,0.727873932849882,0.371283015079416,NA,0.668791796681584,0.331681622328906,0.182730971647502,"Rodentia",3.70279706644435e-05,0.000336120909013921,0.5,0.25,0,1,"Ar",2,0,918.854041625293,2.824765,3.269505,619.679303259432,631.703663092983,0.527215771877744,0.5,0.150074629775936,0.325037314887968,0.185052170781784,0.139653370833523,"Very high"
"Margaretamys parvus","DD",0.000133262944889821,0.125,0.285714285714286,0.94540259246587,0.839334883874607,0.360191566643868,0.0959959996016349,0.208852387825088,NA,0.727873932849882,0.371283015079416,NA,0.668791796681584,0.331681622328906,0.182730971647502,"Rodentia",9.41925983605277e-06,0.000162278432813134,0.5,0.25,0,1,"Ar",2,0,1150.80545831958,3.66031750000001,3.174105,582.45366475058,1123.46982268936,0.527215771877744,NA,0.15003433953853,0.15003433953853,0.185052028527117,0.0644627676733434,"High"
"Marmota baibacina","LC",0.0071998922722652,0.875,0.597687008326181,0.791235242617517,0.733474340301368,0.403727837826306,0.497682178299332,0.471049439542059,0.466651727344578,0.185793636874815,0.430129339042545,0.393772632891231,0.29050529131229,0.306006250389264,0.625549649196932,"Rodentia",0.00108640742948483,0.00287492066086381,0,0.5,0.142857142857143,3,"G",1,1,6570,5.39,1,1966.98974447781,395.104254273448,0.466402166605204,0,0.129363694189498,0.0646818470947492,0.482288560036929,0.015618191169659,"Very low"
"Marmota bobak","LC",0.00937583480051673,0.75,0.614551265480694,0.760219191742087,0.753347319135509,0.62104132996118,0.596544937685958,0.568179520903906,0.539833581880874,0.137284578324887,0.39689327768658,0.37332961747048,0.242488537067994,0.108080172960602,0.156630142315996,"Rodentia",0.00226653230178949,0.00261347263830664,0,0.5,0,3,"G",1,1,5475,5.95,1,1095,482.983815381945,0.498916189185946,0,0.100976000988019,0.0504880004940096,0.327727483111562,0.0169340612061194,"Very low"
"Marmota camtschatica","LC",0.0121393186203126,0.875,0.774189703402193,0.718642425327319,0.779964300558103,0.340611846301796,0.711077685939732,0.707681925128267,0.735027867598829,0.188123824728235,0.658860975601017,0.634435883737563,0.330798085533388,0.17678263898163,0.382347958979989,"Rodentia",0.00108640742948483,0.00262541487032724,0.5,0.5,0,3,"G",1,1,6570,4.55,1,2155.98552052787,353.983584055419,0.580522482045425,0,0.200742364459962,0.100371182229981,0.444091923996825,0.0323915004732658,"Medium"
"Marmota caudata","LC",0.00649821936544284,0.75,0.460018719809336,0.695391262955032,0.797550555886046,0.332691482649666,0.339333980755933,0.389949455573414,0.454354795527575,0.13363945603223,0.419173144979857,0.391451836275038,0.307719564438555,0.618101692483183,0.73797053328716,"Rodentia",0.00131156283275348,0.00297292677952992,0,0.5,0.428571428571429,3,"G",1,1,5766.97059701255,4.73,1,2132.60179147769,400.124782909733,0.426125553507335,0,0.186571183636742,0.0932855918183712,0.514517832989024,0.0192985834086131,"Low"
"Marmota himalayana","LC",0.0283222815824008,0.75,0.952701726647143,0.727566445254004,0.722893474033869,0.22895419230715,0.352947781254594,0.364018514607107,0.532022775410708,0.237138162768094,0.457286221683953,0.471770221448796,0.370925574032576,0.74152845038892,0.812941459666669,"Rodentia",0.0020491408779439,0.00350079959305721,0,0.5,0.428571428571429,3,"G",1,1,5475,5.39,1,1918.35576721113,340.665228763839,0.446552336280085,0,0.186824273808486,0.093412136904243,0.657098783657027,0.0143035783312397,"Very low"
"Marmota menzbieri","VU",2.64262695407789e-05,0.375,0.571246973365617,0.674872231612342,0.787224928985421,0.273217916077283,0.34588654954703,0.386297271620101,0.39387949188923,0.0980831260406265,0.376442530538338,0.252038111136564,0.235761266775771,0.554672811950817,0.174154289089423,"Rodentia",0.000913433731918542,0.00237024146616675,0,0.5,0.142857142857143,3,"G",1,1,6570,4,1,2257.9474,380.596860037471,0.382370342422271,0.5,0.129228163611046,0.314614081805523,0.33502010013508,0.0799964796088694,"High"
"Marmota sibirica","EN",0.0182016163244801,0.875,0.513662152880203,0.734009017649849,0.67644325547521,0.471367192207645,0.571629674092223,0.503121334606504,0.747033144208194,0.257138147572848,0.568999370375601,0.623419440203718,0.348125513008838,0.29301967530689,0.435863705502339,"Rodentia",0.00248392372563509,0.00288462959196052,0,0.5,0.285714285714286,3,"G",1,1,5475,4.665,1,2190,0.551714285714286,0.550128608940063,0.75,0.158216567806376,0.454108283903188,0.427149430002782,0.143108359940494,"Very high"
"Martes flavigula","LC",0.0794429771343955,1,0.638545033410699,0.69101921596532,0.694455628795891,0.543607804098088,0.268009710330125,0.290062841415292,0.51177213964303,0.292321101052628,0.366578906417446,0.415268148622161,0.362802007304814,0.193471728692354,0.881158588055833,"Carnivora",0.000775848252562549,0.00712580526692303,0.5,0.5,0.285714285714286,3,"Ar",1,0,6040.75,2.5,1.56,2642.060566657,20.3334105100685,0.443589750364479,0,0.258723187846754,0.129361593923377,0.558523665458656,0.0253334471577244,"Low"
"Martes foina","LC",0.147589993211663,1,0.864643226192563,0.726759038860596,0.758949099361188,0.383658533813635,0.3773427340375,0.402971027995423,0.570595060608432,0.224064088446188,0.505680985463419,0.483004419331736,0.379173564314207,0.523978624428022,0.896428684866702,"Carnivora",0.000527400911024724,0.00437811501726052,0.5,0.5,0.428571428571429,2,"G",1,0,6643,3.78,1.05,2178.563333343,44.0344890205576,0.481219855223232,0,0.286695388899943,0.143347694449971,0.68652810573979,0.0216238419640261,"Low"
"Martes gwatkinsii","VU",0.000363072242628236,0.375,0.88153146235651,0.574285492568867,0.728273756699248,0.582275570982796,0.1879190199455,0.227874756296068,0.271668362087906,0.11033092230085,0.185326235520271,0.213521841763867,0.161138355445567,0.177452004344357,0.279454394782985,"Carnivora",0.000632522086821147,0.00454201033572765,0.5,0.5,0.142857142857143,1,"S",1,0,4879.71176637839,2.7689875,1.68566999999999,1470.1,21.4587186196879,0.324261431361094,0.5,0.229606335055938,0.364803167527969,0.342760186745296,0.0777459472978108,"High"
"Martes martes","LC",0.114967919188148,1,0.789324774108759,0.69289637858774,0.802290056913461,0.550277711921909,0.529899796519156,0.56134962773319,0.739259115879358,0.19906972072498,0.590474529692675,0.617443850045949,0.372131354936132,0.144700322724551,0.514657517184368,"Carnivora",0.000403175687459928,0.00419641280095693,0.5,0.25,0.142857142857143,1,"S",1,0,6643,3.8,1,2100.94,0.757692307692308,0.565509214295455,0,0.179491346269112,0.089745673134556,0.512730106641165,0.0247299241131844,"Low"
"Martes melampus","LC",0.00331745143011885,0.75,0.647044742305784,0.578498805495101,0.788731944378324,0.503873406495691,0.364882258324161,0.421760514328502,0.767369290500349,0.153461240972472,0.555362031701427,0.594508515193558,0.360831988081618,0.123089443370592,0.315782204845118,"Carnivora",0.000310009487179128,0.00345187617381598,0.5,0.5,0,1,"S",1,0,4492.54166545,3.09540750000001,1.626875,1772.805,11.1594294417617,0.50892799954712,0,0.200752377132199,0.1003761885661,0.367846768390323,0.0322930755229305,"Medium"
"Martes zibellina","LC",0.119555032158817,1,0.701840712244847,0.713366386265767,0.766580326713495,0.41372169413282,0.680664224083588,0.671137992906555,0.695549110714725,0.161455883732528,0.549757350306408,0.581302443330748,0.286677745341015,0.138180048194353,0.508751894968477,"Carnivora",0.000330723784279844,0.00386544513421531,0.5,0,0,2,"G",1,0,8030,3.13,1.622485,2087.381433343,0.07,0.552021315752765,0,0.100839233783699,0.0504196168918495,0.493665537513299,0.0140926568428756,"Very low"
"Maxomys alticola","LC",4.69137002778741e-05,0.375,0.394634776987719,0.698481253392796,0.655702238640519,0.479492077615838,0.0999577108500915,0.158839008953247,NA,0.464811486086058,0.276873594027998,NA,0.433680821355192,0.22062014263597,0.199065959373198,"Rodentia",4.88167970204133e-05,0.000373536120054608,0.5,0.5,0,1,"G",1,0,656.923958267382,2.76929,3.38315500000001,630.090074650581,638.007703812348,0.408479773865217,0,0.200084470583415,0.100042235291707,0.237873558539433,0.031144472051806,"Medium"
"Maxomys baeodon","DD",0.000919249655627246,0.875,0.15952829101525,0.70598519543216,0.646829051595986,0.549964461776493,0.0988553094145464,0.151462033021179,NA,0.576595298800416,0.318672864074066,NA,0.543282174193226,0.125003832882245,0.250903105088404,"Rodentia",4.88167970204133e-05,0.000397914469831787,0.5,0.5,0,1,"G",1,0,734.452999944512,2.72574750000001,3.37848500000001,632.240354900581,599.603189796275,0.448955798538509,NA,0.20008934625337,0.20008934625337,0.282270895728305,0.0644745185505189,"High"
"Maxomys bartelsii","LC",8.81064723319877e-05,0.875,0.425226039783001,0.59610558211652,0.528579121119075,0.357325502884666,0.0853184755785091,0.108744682898765,NA,0.348931513538338,0.240731361528424,NA,0.351735728074763,0.249068126820144,0.151970397318856,"Rodentia",2.69223750473925e-05,0.000298802805370112,0.5,0.5,0,1,"G",1,0,845.075374952908,3.59016499999998,3.35503500000001,570.942625492513,1415.5971696299,0.327183995967382,0,0.200065145036083,0.100032572518042,0.340270534078867,0.0215923231649764,"Low"
"Maxomys dollmani","LC",5.97016160249372e-05,0.25,0.253669467787114,0.888913441326053,0.787107965360195,0.351079494908219,0.0880366620529455,0.172973651834228,NA,0.783613899790679,0.41231193336619,NA,0.762980438789848,0.318853015286207,0.228847672965602,"Rodentia",3.67174114875212e-05,0.00035637630113202,0.5,0.5,0,1,"G",1,0,634.874916601567,2.836285,3.36364500000001,621.553496158866,995.341229855754,0.530877185928545,0,0.200078618742524,0.100039309371262,0.21028597153099,0.0419405962186431,"Medium"
"Maxomys hellwaldii","LC",0.00171593413181615,0.875,0.35335406017811,0.812280919424862,0.832977218232011,0.509858925369577,0.0890790219364399,0.185000168429239,0.467100139325748,0.674262904909883,0.383034931387269,0.439504012748766,0.721001395018377,0.121813784294278,0.332108385608849,"Rodentia",6.24938231720705e-05,0.000459040041026657,0.5,0.5,0,1,"G",1,0,760.258499952544,2.7591175,3.20509500000001,631.729192525464,989.584180328114,0.511409963678217,0,0.20010430677284,0.10005215338642,0.33679843284261,0.0339344776911253,"Medium"
"Maxomys hylomyoides","DD",3.32016944402098e-06,0.25,0.990986931050023,0.589073664648074,0.471369307254693,0.384282550886293,0.120823307774262,0.109275094305439,NA,0.435750235461627,0.271520453312827,NA,0.404061409129424,0.307706561450018,0,"Rodentia",1.70279596706486e-05,0.000282347403572722,0.5,0.5,0.142857142857143,1,"G",2,0,841.729541626389,3.40260166666665,3.21118000000001,607.353291042384,990.476736413285,0.34826950284658,NA,0.228631303644077,0.228631303644077,0.309739362533897,0.0549622175533036,"High"
